name,code_region,code,address_line_1,address_line_2,postal_code,city,country,full_address,latitude,longitude
De Etang Sur Arroux,GRAA,GRA31633,16 rue De La Réplublique,,71190,Etang Sur Arroux,FR,16 rue De La Réplublique 71190 Etang Sur Arroux,46.866794,4.184007
De Faverges,GRAA,GRA30405,118 rue De La République,,74210,Faverges Seythenex,FR,118 rue De La République 74210 Faverges Seythenex,45.746857,6.293163
de Fère-en-Tardenois,GNE,GNE70154,10 rue Moreau Nelaton,,2130,Fere En Tardenois,FR,10 rue Moreau Nelaton 02130 Fere En Tardenois,49.200584,3.513377
De Ferney Voltaire,GRAA,GRA30473,11 Grande Rue,,1210,Ferney Voltaire,FR,11 Grande Rue 01210 Ferney Voltaire,46.256169,6.110173
De Feurs,GRAA,GRA30043,4 rue Philibert Mottin,,42110,Feurs,FR,4 rue Philibert Mottin 42110 Feurs,45.743194,4.221603
De Firminy,GRAA,GRA04564,2 rue Benoit Frachon,,42700,Firminy,FR,2 rue Benoit Frachon 42700 Firminy,45.387751,4.288249
De Fleurie,GRAA,GRA30308,77 rue Des Vendanges,,69820,Fleurie,FR,77 rue Des Vendanges 69820 Fleurie,46.191942,4.697008
De Frangy,GRAA,GRA30614,98 place De L Eglise,,74270,Frangy,FR,98 place De L Eglise 74270 Frangy,46.019336,5.930756
de Fresnay sur sarthe,GCM,GCM01061,68 Grande Rue,,72130,Fresnay Sur Sarthe,FR,68 Grande Rue 72130 Fresnay Sur Sarthe,48.281655,0.021421
de frontenex,GRAA,GRA30594,2 rue Joseph Pillet,,73460,Frontenex,FR,2 rue Joseph Pillet 73460 Frontenex,45.633648,6.31276
de Fruges,GNE,GNE78185,12 rue Des Casernes,,62310,Fruges,FR,12 rue Des Casernes 62310 Fruges,50.513408,2.136033
De Gannat,GRAA,GRA30837,72 Grande Rue,,3800,Gannat,FR,72 Grande Rue 03800 Gannat,46.099975,3.197539
De Genas,GRAA,GRA30401,31 rue De La République,,69740,Genas,FR,31 rue De La République 69740 Genas,45.731832,5.000075
De Gex,GRAA,GRA30474,Avenue de la poste,Le Patio,1170,Gex,FR,Avenue de la poste 01170 Gex,46.33196,6.059135
De Giat,GRAA,GRA30823,place Du Marché,,63620,Giat,FR,place Du Marché 63620 Giat,45.804369,2.467328
de Givet,GNE,GNE74129,25 rue Mehul,,8600,Givet,FR,25 rue Mehul 08600 Givet,50.137002,4.823597
De Givors,GRAA,GRA30302,3 rue Jean Ligonnet,,69700,Givors,FR,3 rue Jean Ligonnet 69700 Givors,45.59049,4.770431
De Givry,GRAA,GRA30638,Boulevard de Verdun,,71640,Givry,FR,Boulevard de Verdun 71640 Givry,46.781311,4.74357
De Gueugnon,GRAA,GRA04905,22 rue De La Liberte,,71130,Gueugnon,FR,22 rue De La Liberte 71130 Gueugnon,46.600807,4.062787
de Guignicourt,GNE,GNE70167,29 avenue Du Général De Gaulle,,2190,Guignicourt,FR,29 avenue Du Général De Gaulle 02190 Guignicourt,49.43472,3.963226
de Guise,GNE,GNE70122,163 rue Camille Desmoulins,,2120,Guise,FR,163 rue Camille Desmoulins 02120 Guise,49.899296,3.626541
De Hauteville Lompnes,GRAA,GRA30200,place Des Martyrs,,1110,Hauteville Lompnes,FR,place Des Martyrs 01110 Hauteville Lompnes,45.982142,5.604628
de Hénin-Beaumont,GNE,GNE78143,270 rue Montpencher,,62110,Henin Beaumont,FR,270 rue Montpencher 62110 Henin Beaumont,50.422773,2.948296
De Henrichemont,GRAA,GRA30767,4 Place Henri IV,,18250,Henrichemont,FR,4 Place Henri IV 18250 Henrichemont,47.303221,2.524043
de Hesdin,GNE,GNE78187,2 boulevard De La Meilleraye,,62140,Hesdin,FR,2 boulevard De La Meilleraye 62140 Hesdin,50.372183,2.036156
de huriel,GRAA,GRA30804,1 place De La Toque,,3380,Huriel,FR,1 place De La Toque 03380 Huriel,46.373413,2.477364
De Issoire,GRAA,GRA30843,21-23 boulevard Jules Cibrand,,63500,Issoire,FR,21-23 boulevard Jules Cibrand 63500 Issoire,45.545945,3.250403
De Issy L Eveque,GRAA,GRA30110,3 bis place Du Champ De Foire,,71760,Issy L Eveque,FR,3 bis place Du Champ De Foire 71760 Issy L Eveque,46.707278,3.972174
De L Arbresle,GRAA,GRA04524,53 rue Charles De Gaulle,,69210,L Arbresle,FR,53 rue Charles De Gaulle 69210 L Arbresle,45.836852,4.616666
de l'Oisans,GRAA,GRA31970,30 rue du Général de Gaulle,,38520,Le Bourg d'Oisans,FR,30 rue du Général de Gaulle 38520 Le Bourg d'Oisans,45.054389,6.030877
de L'Union,GOC,GOC88053,1 allée Des Nymphéas,Les Ambassadeurs Ii,31240,L Union,FR,1 allée Des Nymphéas 31240 L Union,43.655536,1.476768
De La Balme De Sillingy,GRAA,GRA30625,25 route De Paris,Immeuble L'Aurata,74330,La Balme De Sillingy,FR,25 route De Paris 74330 La Balme De Sillingy,45.959609,6.040643
De La Bourboule,GRAA,GRA31428,7 rue De Belgique,,63150,La Bourboule,FR,7 rue De Belgique 63150 La Bourboule,45.589448,2.743249
de la charité sur loire,GRAA,GRA30788,13 bis avenue Gambetta,,58400,La Charite Sur Loire,FR,13 bis avenue Gambetta 58400 La Charite Sur Loire,47.17763,3.022187
De La Clayette,GRAA,GRA30256,33 rue Centrale,,71800,La Clayette,FR,33 rue Centrale 71800 La Clayette,46.291551,4.30631
De La Cote St Andre,GRAA,GRA04668,3 rue De La République,,38260,La Cote Saint Andre,FR,3 rue De La République 38260 La Cote Saint Andre,45.393416,5.257378
De La Motte Servolex,GRAA,GRA30187,46 résidence Sainte Anne,,73290,La Motte Servolex,FR,46 résidence Sainte Anne 73290 La Motte Servolex,45.598232,5.874774
De La Mure,GRAA,GRA04507,16 avenue Du Docteur Tagnard,,38350,La Mure,FR,16 avenue Du Docteur Tagnard 38350 La Mure,44.907995,5.790611
de la pacaudiere,GRAA,GRA30611,61 route De Lyon,,42310,La Pacaudiere,FR,61 route De Lyon 42310 La Pacaudiere,46.174981,3.868809
De La Roche Sur Foron,GRAA,GRA04616,21 place Andrevetan,,74800,La Roche Sur Foron,FR,21 place Andrevetan 74800 La Roche Sur Foron,46.066618,6.311207
De La Rochette,GRAA,GRA30622,5 place Giabiconi,Immeuble Les Platanes,73110,La Rochette,FR,5 place Giabiconi 73110 La Rochette,45.457592,6.119913
De La Talaudiere,GRAA,GRA05255,49 rue De La République,,42350,La Talaudiere,FR,49 rue De La République 42350 La Talaudiere,45.481468,4.433236
De La Verpillière,GRAA,GRA30577,636 rue De La République,,38290,La Verpilliere,FR,636 rue De La République 38290 La Verpilliere,45.63721,5.143216
De Lagnieu,GRAA,GRA30245,14 rue Du Port,,1150,Lagnieu,FR,14 rue Du Port 01150 Lagnieu,45.901746,5.34742
De Langeac,GRAA,GRA05069,14 place Aristide Briand,,43300,Langeac,FR,14 place Aristide Briand 43300 Langeac,45.099845,3.495651
de Lanslebourg,GRAA,GRA30605,Zone Industrielle,,73480,Val Cenis,FR,Zone Industrielle 73480 Val Cenis,48.540172,2.521642
de Laon,GNE,GNE70165,14 rue Jean Martin,,2000,Laon,FR,14 rue Jean Martin 02000 Laon,49.5704,3.615286
De Lapalisse,GRAA,GRA30796,12 rue Winston Churchill,,3120,Lapalisse,FR,12 rue Winston Churchill 03120 Lapalisse,46.248676,3.635579
de Laventie,GNE,GNE78146,3 rue Du 11 Novembre,,62840,Laventie,FR,3 rue Du 11 Novembre 62840 Laventie,50.628067,2.771243
de Liévin,GNE,GNE78144,41 rue Marie Liétard,,62800,Lievin,FR,41 rue Marie Liétard 62800 Lievin,50.421362,2.776527
De Lignieres,GRAA,GRA30782,20 Grande Rue,,18160,Lignieres,FR,20 Grande Rue 18160 Lignieres,46.751748,2.177071
de Lille Tanneurs,GNE,GNE76144,122 rue Pierre Mauroy,,59000,Lille,FR,122 rue Pierre Mauroy 59000 Lille,50.603002,3.049861
de Linselles,GNE,GNE76147,6 rue Clémenceau,,59126,Linselles,FR,6 rue Clémenceau 59126 Linselles,50.738515,3.080609
De Lormes,GRAA,GRA30793,rue Paul Barreau,,58140,Lormes,FR,rue Paul Barreau 58140 Lormes,47.28899,3.81776
De Louhans,GRAA,GRA04906,18 rue Lucien Guillemaut,,71500,Louhans,FR,18 rue Lucien Guillemaut 71500 Louhans,46.628564,5.220632
De Lozanne,GRAA,GRA30486,58 avenue De La Gare,,69380,Lozanne,FR,58 avenue De La Gare 69380 Lozanne,45.854433,4.680788
De Lugny,GRAA,GRA04907,place Pacquier,,71260,Lugny,FR,place Pacquier 71260 Lugny,46.471846,4.810096
De Lurcy-Levis,GRAA,GRA30816,64 boulevard Gambetta,,3320,Lurcy Levis,FR,64 boulevard Gambetta 03320 Lurcy Levis,46.728296,2.938045
De Luzy,GRAA,GRA30759,13 rue Du Commerce,,58170,Luzy,FR,13 rue Du Commerce 58170 Luzy,46.788897,3.969494
De Lyon Croix Rousse,GRAA,GRA04630,155 boulevard De La Croix Rousse,,69004,Lyon,FR,155 boulevard De La Croix Rousse 69004 Lyon,45.774438,4.830341
De Lyon Jean Jaurès,GRAA,GRA31386,84 avenue Jean Jaurès,,69007,Lyon,FR,84 avenue Jean Jaurès 69007 Lyon,45.746979,4.842741
De Lyon Monplaisir,GRAA,GRA31329,8 place Ambroise Courtois,,69008,Lyon,FR,8 place Ambroise Courtois 69008 Lyon,45.744178,4.871465
De Lyon Terreaux,GRAA,GRA31314,1 rue Président Edouard Herriot,,69001,Lyon,FR,1 rue Président Edouard Herriot 69001 Lyon,45.767149,4.834529
De Lyon Vaise,GRAA,GRA30053,50 rue De Saint-Cyr,,69009,Lyon,FR,50 rue De Saint-Cyr 69009 Lyon,45.782784,4.807728
De Maclas,GRAA,GRA04603,place Du Marché,,42520,Maclas,FR,place Du Marché 42520 Maclas,45.365103,4.682344
De Macon Saugeraies,GRAA,GRA04908,206 chemin Des 4 Pilles,,71000,Macon,FR,206 chemin Des 4 Pilles 71000 Macon,46.328073,4.83193
De Macon Ville,GRAA,GRA04540,3 place Geneves,,71000,Macon,FR,3 place Geneves 71000 Macon,46.30213,4.830635
De Marboz,GRAA,GRA04804,39 rue Des Fleurs,,1851,Marboz,FR,39 rue Des Fleurs 01851 Marboz,46.342684,5.25949
De Marcigny,GRAA,GRA30588,11 place du 11 novembre 1918,,71110,Marcigny,FR,11 place du 11 novembre 1918 71110 Marcigny,46.275357,4.040858
De Maringues,GRAA,GRA30812,65 boulevard De Chery,,63350,Maringues,FR,65 boulevard De Chery 63350 Maringues,45.922015,3.330996
de Maubeuge,GNE,GNE76124,quai Des Nerviens,,59600,Maubeuge,FR,quai Des Nerviens 59600 Maubeuge,50.27635,3.972935
de Mayotte,GOI,GOI00083,9 rue de la grande traversée,Bp 665 Kaweni,97600,Mamoudzou,FR,9 rue de la grande traversée 97600 Mamoudzou,-12.770909,45.225437
De Megève,GRAA,GRA30253,485 route Nationale,Immeuble Belle Etoile,74120,Megeve,FR,485 route Nationale 74120 Megeve,45.865016,6.625942
De Mehun Sur Yevre,GRAA,GRA30774,place Du 14 Juillet,,18500,Mehun Sur Yevre,FR,place Du 14 Juillet 18500 Mehun Sur Yevre,47.146151,2.219201
De Mens,GRAA,GRA30394,rue Louis Rippert,,38710,Mens,FR,rue Louis Rippert 38710 Mens,44.817217,5.751812
De Menthonnex,GRAA,GRA30363,66 place De La Mairie,,74350,Menthonnex En Bornes,FR,66 place De La Mairie 74350 Menthonnex En Bornes,46.052932,6.171961
De Meximieux,GRAA,GRA04708,7 place Vaugelas,,1800,Meximieux,FR,7 place Vaugelas 01800 Meximieux,45.903348,5.192288
De Meylan,GRAA,GRA30359,avenue Du Vercors,Centre Commercial Des Buclos,38240,Meylan,FR,avenue Du Vercors 38240 Meylan,45.208524,5.778691
De Modane,GRAA,GRA31630,2 avenue De La Liberté,,73500,Fourneaux,FR,2 avenue De La Liberté 73500 Fourneaux,45.192149,6.652386
De Monastier/Laussonne,GRAA,GRA30378,41 rue St Pierre,,43150,Le Monastier Sur Gazeille,FR,41 rue St Pierre 43150 Le Monastier Sur Gazeille,44.938252,3.995527
De Monestier De Clermont,GRAA,GRA31013,57 Grande Rue,,38650,Monestier De Clermont,FR,57 Grande Rue 38650 Monestier De Clermont,44.919366,5.635988
De Monistrol Sur Loire,GRAA,GRA04622,2 avenue De La Libération,,43120,Monistrol Sur Loire,FR,2 avenue De La Libération 43120 Monistrol Sur Loire,45.292561,4.173182
De Montbrison,GRAA,GRA04602,8 bis boulevard De La Préfecture,,42600,Montbrison,FR,8 bis boulevard De La Préfecture 42600 Montbrison,45.608012,4.062433
De Montceau Les Mines,GRAA,GRA04553,2 rue De La République,,71300,Montceau Les Mines,FR,2 rue De La République 71300 Montceau Les Mines,46.677612,4.366332
de Montcornet,GNE,GNE70140,7 rue De La Gare,,2340,Montcornet,FR,7 rue De La Gare 02340 Montcornet,49.695916,4.015441
De Montferrand,GRAA,GRA30822,place De La Fontaine,,63100,Clermont Ferrand,FR,place De La Fontaine 63100 Clermont Ferrand,45.790903,3.113216
De Montlucon,GRAA,GRA30808,19 avenue De La République,,3100,Montlucon,FR,19 avenue De La République 03100 Montlucon,46.344968,2.598358
De Montluel,GRAA,GRA30180,262 Grande Rue,,1120,Montluel,FR,262 Grande Rue 01120 Montluel,45.851018,5.055312
de Montmelian,GRAA,GRA04654,6 avenue De Savoie,Immeuble Les Belledonnes,73800,Montmelian,FR,6 avenue De Savoie 73800 Montmelian,45.500713,6.049932
De Montreal La Cluse,GRAA,GRA04709,9 bis avenue De Bresse,,1460,Montreal La Cluse,FR,9 bis avenue De Bresse 01460 Montreal La Cluse,46.171105,5.575013
De Montrevel En Bresse,GRAA,GRA04805,place Du 3 Septembre,,1340,Montrevel En Bresse,FR,place Du 3 Septembre 01340 Montrevel En Bresse,46.337511,5.129113
De Montrond les Bains,GRAA,GRA30615,Rue Aristide Briand,Immeuble le Vivaldi,42210,Montrond les Bains,FR,Rue Aristide Briand 42210 Montrond les Bains,45.643036,4.230933
De Morestel,GRAA,GRA30251,12 place Des 4 Vies,,38510,Morestel,FR,12 place Des 4 Vies 38510 Morestel,45.676826,5.470711
De Mornant,GRAA,GRA04675,13 place De La Liberté,,69440,Mornant,FR,13 place De La Liberté 69440 Mornant,45.619562,4.671205
De Morzine,GRAA,GRA30373,32 route Du Plan,Immeuble La Bevire,74110,Morzine,FR,32 route Du Plan 74110 Morzine,46.179468,6.708208
De Moulins,GRAA,GRA30819,15 place De La Liberté,,3000,Moulins,FR,15 place De La Liberté 03000 Moulins,46.563021,3.330483
De Moulins Engilbert,GRAA,GRA30760,12 rue Des Fossés,,58290,Moulins Engilbert,FR,12 rue Des Fossés 58290 Moulins Engilbert,46.986552,3.810725
De Moutiers,GRAA,GRA04570,42 avenue Du Pre De Foire,,73600,Moutiers,FR,42 avenue Du Pre De Foire 73600 Moutiers,45.485259,6.533025
de neulise,GRAA,GRA30612,21 place De Flandre,,42590,Neulise,FR,21 place De Flandre 42590 Neulise,45.902273,4.180469
De Neuville,GRAA,GRA30307,1 rue De La République,,69250,Neuville Sur Saone,FR,1 rue De La République 69250 Neuville Sur Saone,45.877051,4.840094
De Nevers,GRAA,GRA30762,8 rue De Remigny,,58000,Nevers,FR,8 rue De Remigny 58000 Nevers,46.991246,3.160797
de Nogent-sur-Seine,GNE,GNE72123,4 rue De L'Arbalète,,10400,Nogent Sur Seine,FR,4 rue De L'Arbalète 10400 Nogent Sur Seine,48.491883,3.501442
De Noiretable,GRAA,GRA05170,3 place Mirabelle,,42440,Noiretable,FR,3 place Mirabelle 42440 Noiretable,45.816671,3.765694
de Novalaise,GRAA,GRA31787,3 rue de l'église,,73470,Novalaise,FR,3 rue de l'église 73470 Novalaise,45.595268,5.771139
de Paray le monial,GRAA,GRA04562,16 rue Des Deux Ponts,,71600,Paray Le Monial,FR,16 rue Des Deux Ponts 71600 Paray Le Monial,46.449618,4.118666
De Paulhaguet,GRAA,GRA31000,Rue Général Pissis,,43230,Paulhaguet,FR,Rue Général Pissis 43230 Paulhaguet,45.206877,3.514666
De Pierre De Bresse,GRAA,GRA30971,45 Grande Rue,,71270,Pierre De Bresse,FR,45 Grande Rue 71270 Pierre De Bresse,46.886095,5.261184
de Poncin,GRAA,GRA31839,17 rue du 8 mai 1945,,1450,Poncin,FR,17 rue du 8 mai 1945 01450 Poncin,46.085509,5.407323
De Pont D Ain,GRAA,GRA04806,10 rue Saint Exupery,,1160,Pont D Ain,FR,10 rue Saint Exupery 01160 Pont D Ain,46.049734,5.335623
de Pont de Beauvoisin 73,GRAA,GRA31651,rue Emmanuel Cretet,,73330,Le Pont De Beauvoisin,FR,rue Emmanuel Cretet 73330 Le Pont De Beauvoisin,45.536588,5.673662
De Pont De Cheruy,GRAA,GRA30621,18 Boulevard Ampère,,38230,Tignieu Jameyzieu,FR,18 Boulevard Ampère 38230 Tignieu Jameyzieu,45.754349,5.197341
De Pont De Vaux,GRAA,GRA30452,6 rue Mal De Lattre De Tassigny,,1190,Pont De Vaux,FR,6 rue Mal De Lattre De Tassigny 01190 Pont De Vaux,46.4325,4.937521
de Pont de Veyle,GRAA,GRA30408,23 Grande Rue,,1290,Pont De Veyle,FR,23 Grande Rue 01290 Pont De Veyle,46.264233,4.888746
De Pont Du Château,GRAA,GRA30835,2 avenue Du Dr Besserve,,63430,Pont Du Chateau,FR,2 avenue Du Dr Besserve 63430 Pont Du Chateau,45.799487,3.248655
de Pont-à-Marcq,GNE,GNE76145,92 rue Nationale,,59710,Pont A Marcq,FR,92 rue Nationale 59710 Pont A Marcq,50.519784,3.115251
De Pontaumur,GRAA,GRA30824,5 place De La Halle,,63380,Pontaumur,FR,5 place De La Halle 63380 Pontaumur,45.867675,2.676106
De Pontcharra,GRAA,GRA30259,574 avenue De La Gare,,38530,Pontcharra,FR,574 avenue De La Gare 38530 Pontcharra,45.433342,6.014205
De Pontgibaud,GRAA,GRA30828,rue Du Commerce,,63230,Pontgibaud,FR,rue Du Commerce 63230 Pontgibaud,45.832748,2.850433
De Premery,GRAA,GRA30794,48-50 Grande Rue,,58700,Premery,FR,48-50 Grande Rue 58700 Premery,47.1763,3.330965
De Reignier,GRAA,GRA31751,152 route de l'Eculaz,,74930,Reignier Esery,FR,152 route de l'Eculaz 74930 Reignier Esery,46.138441,6.271169
De Renaison,GRAA,GRA05334,93 rue Du Commerce,,42370,Renaison,FR,93 rue Du Commerce 42370 Renaison,46.051733,3.924677
de Rethel,GNE,GNE74138,18 place De La République,,8300,Rethel,FR,18 place De La République 08300 Rethel,49.508915,4.366048
De Riom,GRAA,GRA30810,1 avenue De La République,,63200,Riom,FR,1 avenue De La République 63200 Riom,45.927907,3.113264
De Rive De Gier,GRAA,GRA30969,7 rue Henri Barbusse,,42800,Rive De Gier,FR,7 rue Henri Barbusse 42800 Rive De Gier,45.528483,4.614408
De Rives Sur Fure,GRAA,GRA30306,9 place Xavier Brochier,,38140,Rives,FR,9 place Xavier Brochier 38140 Rives,45.349196,5.503828
De Roanne,GRAA,GRA30063,15 place Des Promenades,,42300,Roanne,FR,15 place Des Promenades 42300 Roanne,46.036953,4.066186
de Romenay,GRAA,GRA31829,2084 quai de la Gare,,71470,Romenay,FR,2084 quai de la Gare 71470 Romenay,46.502069,5.062551
de Romilly-sur-Seine,GNE,GNE72122,26 place Des Martyrs,,10100,Romilly Sur Seine,FR,26 place Des Martyrs 10100 Romilly Sur Seine,48.520604,3.726236
De Roybon,GRAA,GRA31814,124 Grande Rue,,38940,Roybon,FR,124 Grande Rue 38940 Roybon,45.257869,5.24376
De Rumilly,GRAA,GRA00876,30 avenue Gantin,,74150,Rumilly,FR,30 avenue Gantin 74150 Rumilly,45.862318,5.94708
de Sainghin-en-Weppes,GNE,GNE76148,39 rue Du Capitaine Lheureux,,59184,Sainghin En Weppes,FR,39 rue Du Capitaine Lheureux 59184 Sainghin En Weppes,50.561177,2.901336
De Saint Benin D Azy,GRAA,GRA30763,place De La Gaieté,,58270,Saint Benin D Azy,FR,place De La Gaieté 58270 Saint Benin D Azy,46.998838,3.392418
de Saint-André-les-Vergers,GNE,GNE72135,49 avenue Du Maréchal Leclerc,,10120,Saint Andre Les Vergers,FR,49 avenue Du Maréchal Leclerc 10120 Saint Andre Les Vergers,48.278647,4.05209
de Saint-Omer,GNE,GNE78166,11 rue Du Lion D'Or,,62500,Saint Omer,FR,11 rue Du Lion D'Or 62500 Saint Omer,50.750845,2.250338
de Saint-Pol-sur-Ternoise,GNE,GNE78186,8 place Louis Lebel,,62130,Saint Pol Sur Ternoise,FR,8 place Louis Lebel 62130 Saint Pol Sur Ternoise,50.38203,2.335099
de Saint-Quentin,GNE,GNE70119,4 rue Victor Basch,,2100,Saint Quentin,FR,4 rue Victor Basch 02100 Saint Quentin,49.846863,3.285976
de Sainte-Ménehould,GNE,GNE74204,2 place Du Général Leclerc,,51800,Sainte Menehould,FR,2 place Du Général Leclerc 51800 Sainte Menehould,49.09217,4.898354
de Salaise sur Sanne,GRAA,GRA04508,5 rue Daniel Balavoine,,38150,Salaise Sur Sanne,FR,5 rue Daniel Balavoine 38150 Salaise Sur Sanne,45.342777,4.803086
De Sallanches,GRAA,GRA04677,118 rue Du Mont Blanc,,74700,Sallanches,FR,118 rue Du Mont Blanc 74700 Sallanches,45.93385,6.631995
De Samoens,GRAA,GRA30627,38 place Des 7 Monts,,74340,Samoens,FR,38 place Des 7 Monts 74340 Samoens,46.084356,6.723387
De Sancerre,GRAA,GRA30771,route De Sury En Vaux,,18300,Sancerre,FR,route De Sury En Vaux 18300 Sancerre,47.341386,2.83533
De Saugues,GRAA,GRA30312,1 rue Espeisse,,43170,Saugues,FR,1 rue Espeisse 43170 Saugues,44.959818,3.54661
de Sedan,GNE,GNE74140,37 avenue Du Maréchal Leclerc,,8200,Sedan,FR,37 avenue Du Maréchal Leclerc 08200 Sedan,49.701734,4.944305
De Sennecey Le Grand,GRAA,GRA30309,54 avenue Du 4 Septembre,,71240,Sennecey Le Grand,FR,54 avenue Du 4 Septembre 71240 Sennecey Le Grand,46.640091,4.8697
De Seyssel,GRAA,GRA05358,8 place De L'Orme,,74910,Seyssel,FR,8 place De L'Orme 74910 Seyssel,45.959237,5.83521
de Sézanne,GNE,GNE74189,42 place De La République,,51120,Sezanne,FR,42 place De La République 51120 Sezanne,48.723527,3.722619
de Soissons,GNE,GNE70186,4 avenue De Reims,,2200,Soissons,FR,4 avenue De Reims 02200 Soissons,49.376306,3.331002
De Souvigny,GRAA,GRA30985,2 rue De La République,,3210,Souvigny,FR,2 rue De La République 03210 Souvigny,46.533636,3.19245
De St Amand Montrond,GRAA,GRA30783,34 rue Nationale,,18200,Saint Amand Montrond,FR,34 rue Nationale 18200 Saint Amand Montrond,46.723607,2.505673
De St Andre De Corcy,GRAA,GRA30471,Les Millieres,,1390,Saint Andre De Corcy,FR,Les Millieres 01390 Saint Andre De Corcy,45.927294,4.955471
de St Bonnet de Joux,GRAA,GRA31828,Route de Chalon,,71220,St Bonnet de Joux,FR,Route de Chalon 71220 St Bonnet de Joux,46.482604,4.43969
De St Bonnet Le Château,GRAA,GRA30350,2 place De La République,,42380,Saint Bonnet Le Chateau,FR,2 place De La République 42380 Saint Bonnet Le Chateau,45.423447,4.065584
De St Chamond,GRAA,GRA04513,4 place Saint-Pierre,,42400,Saint Chamond,FR,4 place Saint-Pierre 42400 Saint Chamond,45.478002,4.512838
de St Christophe,GRAA,GRA32032,GRANDE ALLEE DE TENAY,,71800,ST CHRISTOPHE EN BRIONNAIS,FR,GRANDE ALLEE DE TENAY 71800 ST CHRISTOPHE EN BRIONNAIS,46.290586,4.176838
De St Didier En Velay,GRAA,GRA31017,place Foch,,43140,Saint Didier En Velay,FR,place Foch 43140 Saint Didier En Velay,45.301999,4.276304
De St Doulchard,GRAA,GRA31545,104 route D'Orléans,,18230,Saint Doulchard,FR,104 route D'Orléans 18230 Saint Doulchard,47.105165,2.379461
De St Eloy Les Mines,GRAA,GRA31004,172 rue Jean Jaurès,,63700,Saint Eloy Les Mines,FR,172 rue Jean Jaurès 63700 Saint Eloy Les Mines,46.16203,2.83372
De St Etienne Bellevue,GRAA,GRA31444,5 place Bellevue,,42100,Saint Etienne,FR,5 place Bellevue 42100 Saint Etienne,45.416522,4.393883
De St Florent Sur Cher,GRAA,GRA30775,16 rue Gabriel Dordain,,18400,Saint Florent Sur Cher,FR,16 rue Gabriel Dordain 18400 Saint Florent Sur Cher,46.992761,2.246212
De St Galmier,GRAA,GRA07479,26 rue Maurice André,,42330,Saint Galmier,FR,26 rue Maurice André 42330 Saint Galmier,45.592079,4.317121
De St Genest Malifaux,GRAA,GRA30581,3 rue De L Eglise,,42660,Saint Genest Malifaux,FR,3 rue De L Eglise 42660 Saint Genest Malifaux,45.339802,4.419903
De St Gengoux National,GRAA,GRA30972,avenue De La Promenade,,71460,Saint Gengoux Le National,FR,avenue De La Promenade 71460 Saint Gengoux Le National,46.613785,4.662866
De St Genis Laval,GRAA,GRA30182,6 place Mathieu Jaboulay,,69230,Saint Genis Laval,FR,6 place Mathieu Jaboulay 69230 Saint Genis Laval,45.695193,4.792521
De St Genis Pouilly,GRAA,GRA04712,7 rue De Gex,,1630,Saint Genis Pouilly,FR,7 rue De Gex 01630 Saint Genis Pouilly,46.243778,6.021291
de St Geoire Valdaine,GRAA,GRA00175,88 place André Chaize,,38620,Saint Geoire En Valdaine,FR,88 place André Chaize 38620 Saint Geoire En Valdaine,45.455534,5.636934
De St Germain Des Fosses,GRAA,GRA30896,45 rue Pierre Semard,,3260,Saint Germain Des Fosses,FR,45 rue Pierre Semard 03260 Saint Germain Des Fosses,46.204099,3.432535
De St Germain Du Bois,GRAA,GRA30599,route De Pierre De Bresse,Parking Super U,71330,Saint Germain Du Bois,FR,route De Pierre De Bresse 71330 Saint Germain Du Bois,46.716236,5.311574
de st germain du plain,GRAA,GRA30618,2 route Du Bourg,,71370,Saint Germain Du Plain,FR,2 route Du Bourg 71370 Saint Germain Du Plain,46.703262,4.981035
De St Gervais D Auvergne,GRAA,GRA30990,rue Jean Claude Beaujeard,,63390,Saint Gervais D Auvergne,FR,rue Jean Claude Beaujeard 63390 Saint Gervais D Auvergne,46.030067,2.81736
De St Jean De Bournay,GRAA,GRA30578,57 rue De La République,,38440,Saint Jean De Bournay,FR,57 rue De La République 38440 Saint Jean De Bournay,45.502349,5.139177
De St Jean De Maurienne,GRAA,GRA04623,rue Ramassot,,73300,Saint Jean De Maurienne,FR,rue Ramassot 73300 Saint Jean De Maurienne,45.277162,6.347616
De St Jean de Soudain,GRAA,GRA00471,route De Lyon,,38110,Saint Jean De Soudain,FR,route De Lyon 38110 Saint Jean De Soudain,45.56795,5.434987
De St Julien Chapteuil,GRAA,GRA31351,6 place St Robert,,43260,Saint Julien Chapteuil,FR,6 place St Robert 43260 Saint Julien Chapteuil,45.036487,4.060772
De St Julien E.Genevois,GRAA,GRA30399,14 Grande Rue,,74160,Saint Julien En Genevois,FR,14 Grande Rue 74160 Saint Julien En Genevois,46.138878,6.087455
De St Just En Chevalet,GRAA,GRA00376,54 rue De Thiers,,42430,Saint Just En Chevalet,FR,54 rue De Thiers 42430 Saint Just En Chevalet,45.913618,3.846001
De St Just St Rambert,GRAA,GRA30260,7 place Grenette,,42170,Saint Just Saint Rambert,FR,7 place Grenette 42170 Saint Just Saint Rambert,45.499869,4.242208
De St Laurent de Chamousset,GRAA,GRA30374,1 place Du Platre,,69930,Saint Laurent De Chamousset,FR,1 place Du Platre 69930 Saint Laurent De Chamousset,45.738475,4.464474
De St Laurent Du Pont,GRAA,GRA30967,14 rue Pasteur,,38380,Saint Laurent Du Pont,FR,14 rue Pasteur 38380 Saint Laurent Du Pont,45.387362,5.735057
